Security Code,Issuer Name,Security Id,ISIN No,Industry
517514,D & H India Limited,DHINDIA,INE589D01018,Industrial Products
517522,Rajratan Global Wire Ltd,RAJGLOWIR,INE451D01029,Auto Components & Equipments
517530,Surana Telecom And Power Limited,SURANAT&P,INE130B01031,Power Generation
517536,Onward Technologies Ltd.,ONWARDTEC,INE229A01017,IT Enabled Services
517544,Centum Electronics Ltd,CENTUM,INE320B01020,Industrial Products
517546,Alfa Transformers ltd.,ALFATRAN,INE209C01015,Other Electrical Equipment
517548,Starlite Components Ltd.,STARLITE,INE035C01022,Trading & Distributors
517554,NHC FOODS LIMITED,NHCFOODS,INE141C01028,Other Food Products
517556,PVP Ventures Ltd,PVP,INE362A01016,Residential- Commercial Projects
517562,Trigyn Technologies Ltd.,TRIGYN,INE948A01012,Computers - Software & Consulting
517569,KEI Industries Ltd.,KEI,INE878B01027,Cables - Electricals
517571,IMP Power Ltd.,INDLMETER,INE065B01013,Heavy Electrical Equipment
518011,Keerthi Industries Ltd,KEERTHI,INE145L01012,Cement & Cement Products
518017,Bheema Cements Limited,BHEEMACEM,INE333H01020,Cement & Cement Products
518029,"Gujarat Sidhee Cement Limited.,",GSCLCEMENT,INE542A01039,Cement & Cement Products
518075,Suraj Products Ltd.,SURAJ,INE069E01019,Iron & Steel Products
518091,Anjani Portland Cement Ltd.,APCL,INE071F01012,Cement & Cement Products
519003,Modi Naturals Limited,MODINATUR,INE537F01012,Other Agricultural Products
519014,Prashant India Ltd,PRSNTIN,INE100E01012,Other Textile Products
519031,Shah Foods Ltd,SHAHFOOD,INE455D01012,Packaged Foods
519064,"Khandelwal Extraction Ltd.,",ZKHANDEN,INE687W01010,Other Agricultural Products
519091,"Tasty Bite Eatables Ltd.,",TASTYBIT,INE488B01017,Packaged Foods
519097,Ritesh International Ltd,RITESHIN,INE534D01014,Commodity Chemicals
519105,AVT Natural Products Ltd.,AVTNPL,INE488D01021,Other Agricultural Products
519126,"Hindustan Foods Ltd.,",HNDFDS,INE254N01026,Diversified FMCG
519136,Nahar Industrial Enterprises Ltd,NAHARINDUS,INE289A01011,Other Textile Products
519152,"Vadilal Enterprises Ltd.,",VADILENT,INE693D01018,Dairy Products
519156,"Vadilal Industries Ltd.,",VADILALIND,INE694D01016,Dairy Products
519174,Ashiana Agro Industries Ltd,ASHAI,INE709D01012,Edible Oil
519183,ADF Foods Limited.,ADFFOODS,INE982B01019,Packaged Foods
519191,Retro Green Revolution Limited,RGRL,INE601N01010,Tea & Coffee
519214,Williamson Financial Services ltd.,WILLIMFI,INE188E01017,Non Banking Financial Company (NBFC)
519216,Ajanta Soya Limited,AJANTSOY,INE601B01023,Edible Oil
519224,William Magor & Company Limited,WILLAMAGOR,INE210A01017,Non Banking Financial Company (NBFC)
519230,Richirich Inventures Limited,RICHIRICH,INE102C01020,Trading & Distributors
519234,Superior Industrial Enterprises Limited,SIEL,INE843L01012,Edible Oil
519238,Saptarishi Agro Industries Ltd,SPTRSHI,INE233P01017,Other Agricultural Products
519242,Sarda Proteins Ltd,SRDAPRT,INE995U01011,Edible Oil
519260,SANWARIA CONSUMER LIMITED,SANWARIA,INE890C01046,Other Food Products
519262,Prima Agro Ltd.,PRIMAGR,INE297D01018,Other Agricultural Products
519279,Madhur Industries Limited,MADHURIND,INE110C01015,Other Agricultural Products
519285,Tarai Foods Ltd.,TARAI,INE906C01016,Other Agricultural Products
519287,Modern Dairies Ltd.,MODAIRY,INE617B01011,Dairy Products
519295,Bambino Agro Industries Ltd,BAMBINO,INE921D01013,Packaged Foods
519299,Prime Industries Ltd.,PRIMIND,INE543F01028,Edible Oil
519307,Vikas WSP Ltd.,VIKASWSP,INE706A01022,Other Agricultural Products
519319,JATALIA GLOBAL VENTURES LIMITED,JATALIA,INE847M01011,IT Enabled Services
519331,VSF Projects Limited,VSFPROJ,INE923K01014,Civil Construction
519353,Bansisons Tea Industries Ltd.,BANSTEA,INE856E01019,Tea & Coffee
519359,Poona Dal And Oil Industries Ltd.,POONADAL,INE809E01018,Edible Oil
519367,Transglobe Foods Ltd.,TRANSFD,INE213P01027,Other Beverages
519383,Anik Industries Limited,ANIKINDS,INE087B01017,Trading & Distributors
519397,Sharat Industries Ltd.,SHINDL,INE220Z01013,Seafood
519413,DATIWARE MARITIME INFRA LIMITED,DATIWARE,INE673U01014,Shipping
519415,KMG Milk Food Limited,KMGMILK,INE873N01015,Packaged Foods
519421,KSE Ltd.,KSE,INE953E01014,Animal Feed
519439,Pioneer Agro Extracts ltd.,PIONAGR,INE062E01014,Edible Oil
519455,Narbada Gems and Jewellery Limited,NARBADA,INE540C01021,Gems- Jewellery And Watches
519457,Virat Crane Industries Ltd,VIRATCRA,INE295C01014,Dairy Products
519471,Ambar Protein Industries Limited,AMBARPIL,INE072V01017,Edible Oil
519475,Chordia Food Products Ltd,CHORDIA,INE975C01011,Packaged Foods
519477,CIAN Agro Industries & Infrastructure Limited,CIANAGRO,INE052V01019,Edible Oil
519483,Tai Industries Ltd.,TAIIND,INE358D01018,Trading & Distributors
519494,N.K.Industries Ltd.,NKIND,INE542C01019,Edible Oil
519500,BKV Industries Ltd.,BKV,INE356C01022,Packaged Foods
519506,NCC Bluewater Products Ltd.,NCCBLUE,INE630N01019,Seafood
519528,Norben Tea & Exports Ltd,NORBTEAEXP,INE369C01017,Tea & Coffee
519532,Asian Tea & Exports Ltd.,ASIANTNE,INE822B01017,Trading & Distributors
519552,Heritage Foods Limited,HERITGFOOD,INE978A01027,Dairy Products
519566,Simran Farms Ltd.,SIMRAN,INE354D01017,Meat Products including Poultry
519588,DFM Foods Ltd.,DFM,INE456C01020,Packaged Foods
519600,CCL Products (India) Ltd.,CCL,INE421D01022,Tea & Coffee
519602,Kellton Tech Solutions Ltd.,KELLTONTEC,INE164B01022,Computers - Software & Consulting
519604,Suryo Foods & Industries Ltd.,SURFI,INE565E01016,Packaged Foods
519606,Integrated Proteins Ltd.,INTEGFD,INE177M01013,Edible Oil
519612,Mahaan Foods Ltd.,MAHAANF,INE734D01010,Packaged Foods
520008,RICO Auto Industries Ltd.,RICOAUTO,INE209B01025,Auto Components & Equipments
520021,"Omax Autos Ltd.,",OMAXAUTO,INE090B01011,Auto Components & Equipments
520043,"Munjal Showa Ltd.,",MUNJALSHOW,INE577A01027,Auto Components & Equipments
520051,"Jamna Auto Industries Ltd.,",JAMNAAUTO,INE039C01032,Auto Components & Equipments
520056,Sundaram Clayton Ltd.,SUNCLAYLTD,INE105A01035,Auto Components & Equipments
520057,JTEKT India Limited,JTEKTINDIA,INE643A01035,Auto Components & Equipments
520059,Munjal Auto Industries Ltd.,MUNJALAU,INE672B01032,Auto Components & Equipments
520066,"Jay Bharat Maruti Ltd.,",JAYBARMARU,INE571B01028,Auto Components & Equipments
520073,RACL Geartech Limited,RACLGEAR,INE704B01017,Auto Components & Equipments
520075,Samkrg Pistons and Rings Ltd.,SAMKRG,INE706B01012,Auto Components & Equipments
520081,East Coast Steel Ltd,ECSTSTL,INE315F01013,Iron & Steel Products
520111,Ratnamani Metals & Tubes Ltd,RATNAMANI,INE703B01027,Iron & Steel Products
520113,Vesuvius India Ltd.,VESUVIUS,INE386A01015,Electrodes & Refractories
520119,Automotive Stampings and Assemblies Ltd.,ASAL,INE900C01027,Auto Components & Equipments
520121,Arcee Indusrtries ltd.,ARCEEIN,INE276D01012,Plastic Products - Industrial
520123,ABC India Ltd.,ABCINDQ,INE125D01011,Road Transport
520127,Balurghat Technologies Ltd.,BALTE,INE654B01014,Road Transport
520131,Coastal Roadways Ltd.,COARO,INE229E01019,Road Transport
520141,Sibar Auto Parts Ltd.,SIBARAUT,INE441C01014,Auto Components & Equipments
520151,Shreyas Shipping And Logistics Limited,SHREYAS,INE757B01015,Shipping
520155,Starlog Enterprises Limited,STARLOG,INE580C01019,Port & Port services
521003,"Shiva Suitings Ltd.,",SHVSUIT,INE02Z901011,Trading & Distributors
521005,TITAN INTECH LIMITED,TITANIN,INE807M01023,Other Textile Products
521016,Indo Count Industries Ltd,ICIL,INE483B01026,Other Textile Products
521018,Maral Overseas Ltd.,MARALOVER,INE882A01013,Other Textile Products
521034,Soma Textile & Industries Ltd,SOMATEX,INE314C01013,Other Textile Products
521048,Advance Lifestyles Ltd.,ADVLIFE,INE900E01015,Other Textile Products
521054,"Kakatiya Textiles Ltd.,",KAKTEX,INE092E01011,Other Textile Products
521062,Perfect-Octave Media Projects Ltd,OCTAVE,INE814L01013,TV Broadcasting & Software Production
521064,Trident Ltd,TRIDENT,INE064C01022,Other Textile Products
521068,Hisar Spinning Mills Ltd,HISARSP,INE689E01014,Other Textile Products
521070,Alok Industries Ltd.,ALOKTEXT,INE270A01029,Other Textile Products
521080,Pasari Spinning Mills Ltd.,PASARI,INE604F01010,Other Textile Products
521097,Amarjothi Spinning Mills Ltd,AMARJOTHI,INE484D01012,Other Textile Products
521105,Olympia Industries Ltd.,OLYMPTX,INE482O01021,Internet & Catalogue Retail
521109,Nagreeka Exports Ltd.,NAGREEKEXP,INE123B01028,Other Textile Products
521113,Suditi Industries Ltd.,SUDTIND-B,INE691D01012,Other Textile Products
521131,Shree Bhavya Fabrics Limited,SBFL,INE363D01018,Other Textile Products
521133,Gem Spinners India Ltd,GEMSPIN,INE165F01020,Other Textile Products
521137,Eureka Industries Ltd.,EUREKAI,INE958A01011,Other Textile Products
521141,Aditya Spinners Ltd.,ADITYASP,INE122D01026,Other Textile Products
521149,Prime Urban Development India Ltd,PRIMEURB,INE419E01024,Residential- Commercial Projects
521151,Dhanlaxmi Fabrics Ltd.,DHANFAB,INE953D01016,Other Textile Products
521161,Sri Lakshmi Saraswathi Textiles (Ar,SLSTLQ,INE456D01010,Other Textile Products
521163,Zodiac Clothing Co. Ltd.,ZODIACLOTH,INE206B01013,Garments & Apparels
521178,Sri Ramakrishna Mills (Coimbatore) Ltd.,SRMCL,INE306D01017,Other Textile Products
521180,Super Spinning Mills Ltd.,SUPERSPIN,INE662A01027,Other Textile Products
521188,United Textiles Ltd.,UNITEDTE,INE727E01012,Other Textile Products
521194,SIL Investments Ltd,SILINV,INE923A01015,Investment Company
521200,Suryalakshmi Cotton Mills Ltd.,SURYALAXMI,INE713B01026,Other Textile Products
521206,Samtex Fashions Ltd.,SAMTEX,INE931D01020,Garments & Apparels
521210,Cityman Limited,CITYMAN,INE117C01010,Gems- Jewellery And Watches
521216,Dhanalaxmi Roto Spinners Ltd.,DHANROTO,INE220C01012,Other Textile Products
521220,Damodar Industries Limited,DAMOINDUS,INE497D01022,Other Textile Products
521222,Sanblue Corporation Limited,SANBLUE,INE602D01027,Trading - Textile Products
521226,Uniroyal Industries Ltd,UNIROYAL,INE980D01019,Other Textile Products
521228,Tatia Global Vennture Limited,TATIAGLOB,INE083G01031,Residential- Commercial Projects
521232,"Sunil Industries Ltd.,",SUNILTX,INE124M01015,Trading & Distributors
521234,Sri Nachammai Cotton Mills Ltd.,SRINACHA,INE443E01016,Other Textile Products
521240,Sambandam Spinning Mills Ltd.,SAMBANDAM,INE304D01012,Other Textile Products
521242,Kandagiri Spinning Mills Ltd.,KANDAGIRI,INE292D01019,Other Textile Products
521246,Paras Petrofils Ltd.,PARASPETRO,INE162C01024,Other Textile Products
521248,Kitex Garmenets Ltd.,KITEX,INE602G01020,Garments & Apparels
522001,"Cranex Ltd.,",CRANEX,INE608B01010,Construction Vehicles
522004,Batliboi Ltd,BATLIBOI,INE177C01022,Industrial Products
522005,"Austin Engineering Co. Ltd.,",AUSTENG,INE759F01012,Industrial Products
522014,"United Drilling Tools Ltd.,",UNIDT,INE961D01019,Industrial Products
522017,"Fluidomat Ltd.,",FLUIDOM,INE459C01016,Industrial Products
522027,Ema India Ltd.,EMAINDIA,INE279D01016,Industrial Products
522029,Windsor Machines Limited,WINDMACHIN,INE052A01021,Industrial Products
522034,"Shanthi Gears Ltd.,",SHANTIGEAR,INE631A01022,Industrial Products
522036,Miven Machine Tools Ltd.,MIVENMACH,INE338P01014,Industrial Products
522064,HONDA INDIA POWER PRODUCTS LIMITED,HONDAPOWER,INE634A01018,Industrial Products
522073,The Hi-Tech Gears Limited,HITECHGEAR,INE127B01011,Auto Components & Equipments
522074,"Elgi Equipments Ltd.,",ELGIEQUIP,INE285A01027,Compressors- Pumps & Diesel Engines
522091,"United Van Der Horst Ltd.,",UVDRHOR,INE890G01013,Heavy Electrical Equipment
522101,Kilburn Engineering Ltd,KLBRENG-B,INE338F01015,Industrial Products
522105,Birla Precision Technologies Ltd,BIRLAPREC,INE372E01025,Industrial Products
522108,"Yuken India Ltd.,",YUKEN,INE384C01016,Compressors- Pumps & Diesel Engines
522113,Timken India Ltd,TIMKEN,INE325A01013,Abrasives & Bearings
522122,Voith Paper Fabrics India Ltd,VOITHPAPR,INE285C01015,Other Textile Products
522134,Artson Engineering Ltd,ARTSONEN,INE133D01023,Industrial Products
522152,Solitaire Machine Tools Ltd,SOLIMAC,INE410A01013,Industrial Products
522165,Indsil Hydro Power and Manganese Limited,INDSILHYD,INE867D01018,Ferro & Silica Manganese
522171,TMT (India) ltd.,TMTIND-B1,INE182E01010,Industrial Products
522183,ITL Industries Ltd.,ITL,INE478D01014,Industrial Products
522195,Frontier Springs Ltd.,FRONTSP,INE572D01014,Auto Components & Equipments
522205,Praj Industries Ltd.,PRAJIND,INE074A01025,Industrial Products
522207,Rasandik Engg. Industries India Ltd,RASANDIK,INE682D01011,Auto Components & Equipments
522209,Yogi Sung-won (India) Ltd.,YOGISUNG,INE429B01011,Other Financial Services
522215,HLE GLASCOAT LIMITED,HLEGLAS,INE461D01028,Industrial Products
522217,Gujarat Apollo Industries Ltd.,GUJAPOLLO,INE826C01016,Industrial Products
522229,Taneja Aerospace & Aviation Ltd.,TANAA,INE692C01020,Aerospace & Defense
522231,Conart Engineers Ltd.,CONART,INE714D01012,Civil Construction
522237,Shivagrico Implements Ltd.,SHIVAGR,INE092H01014,Industrial Products
522241,M.M.Forgings Ltd.,MMFL,INE227C01017,Castings & Forgings
522245,Iykot Hitech Toolroom Ltd,IYKOTHITE,INE079L01013,Industrial Products
522249,Mayur Uniquoters ltd.,MAYURUNIQ,INE040D01038,Leather And Leather Products
522251,Cenlub Industries Ltd.,CENLUB,INE627F01011,Industrial Products
522257,Rajoo Engineers Ltd.,RAJOOENG,INE535F01024,Industrial Products
522267,Veejay Lakshmi Engineering Works Lt,VJLAXMIE,INE466D01019,Industrial Products
522273,Ahmedabad Steelcraft Ltd.,AHMDSTE,INE868C01018,Iron & Steel Products
522275,GE T&D India Limited,GET&D,INE200A01026,Heavy Electrical Equipment
522281,Ram Ratna Wires Ltd.,RAMRAT,INE207E01023,Other Electrical Equipment
522285,Jayaswal Neco Industries Ltd,JAYNECOIND,INE854B01010,Iron & Steel Products
522287,Kalpataru Power Transmission Ltd.,KALPATPOWR,INE220B01022,Civil Construction
522289,NMS RESOURCES GLOBAL LIMITED,NMSRESRC,INE169F01014,Trading & Distributors
522292,CANDOUR TECHTEX LIMITED,CANDOUR,INE713D01055,Plastic Products - Industrial
522294,T & I Global Ltd.,TIGLOB,INE811B01010,Industrial Products
522295,Control Print (India) Ltd.,CONTROLPR,INE663B01015,Computers Hardware & Equipments
522650,"Bemco Hydraulics Ltd.,",BEMHY,INE142E01014,Industrial Products
523007,"Ansal Buildwell Ltd.,",ANSALBU,INE030C01015,Residential- Commercial Projects
523011,"Weizmann Limited.,",WEIZMANIND,INE080A01014,Trading - Textile Products
523019,B.N.Rathi Securities Ltd.,BNRSEC,INE710D01010,Other Financial Services
523021,Rishi Techtex Limited,RISHITECH,INE989D01010,Packaging
523023,Sinclairs Hotels  Ltd,SINCLAIR,INE985A01022,Hotels & Resorts
523025,"Safari Industries (India) Ltd.,",SAFARIND,INE429E01023,Plastic Products - Consumer
523054,"Binayak Tex Processors  Ltd.,",ZBINTXPP,INE626H01019,Other Textile Products
523062,"J.J. Finance Corporation Ltd.,",JJFINCOR,INE584C01011,Non Banking Financial Company (NBFC)
523100,"Cosmo Ferrites Ltd.,",COSMOFE,INE124B01018,Industrial Products
523113,Futuristic Securities Ltd,FUTURSEC,INE425D01015,Non Banking Financial Company (NBFC)
523116,"Sanco Trans Ltd.,",SANCTRN,INE391G01012,Logistics Solution Provider
523120,Ador Multiproducts Ltd,ADORMUL,INE628D01014,Personal Care
523127,"EIH Associated Hotels Ltd.,",EIHAHOTELS,INE276C01014,Hotels & Resorts
523144,"Medi-Caps Ltd.,",MEDICAPQ,INE442D01010,Pharmaceuticals
523151,Otco International Ltd,OTCO,INE910B01028,Consulting Services
523160,Morganite Crucible (India) Limited,MORGANITE,INE599F01020,Electrodes & Refractories
523164,SIP Industries Ltd,SIPIND,INE186B01017,Other Agricultural Products
523186,B&A Packaging India Limited,BAPACK,INE00FM01013,Packaging
523204,"Aban  Offshore Ltd.,",ABAN,INE421A01028,Offshore Support Solution Drilling
523207,Kokuyo Camlin Ltd,KOKUYOCMLN,INE760A01029,Stationary
523222,SRM Energy Limited,SRMENERGY,INE173J01018,Power Generation
523229,Bharat Seats Ltd,BHARATSE,INE415D01024,Auto Components & Equipments
523232,"Continental Petroleums Ltd.,",CONTPTR,INE369D01023,Refineries & Marketing
523242,"N.B. Footwear Ltd.,",NBFOOT,INE006F01018,Leather And Leather Products
523248,Machino Plastics Ltd,MACPLASQ,INE082B01018,Auto Components & Equipments
523260,Pearl Polymers Ltd.,PEARLPOLY,INE844A01013,Plastic Products - Consumer
523261,Venky's (India) ltd.,VENKYS,INE398A01010,Meat Products including Poultry
523269,Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,INE199C01026,Hotels & Resorts
523277,"G.V. Films  Ltd.,",GVFILM,INE395B01048,Film Production- Distribution & Exhibition
523283,Superhouse limited,SUPERHOUSE,INE712B01010,Leather And Leather Products
523289,Rama Vision Ltd,RAMAVISION,INE763B01013,Trading & Distributors
523301,TCPL Packaging Limited,TCPLPACK,INE822C01015,Packaging
523309,Shri Gang Industries & Allied Products Limited,SHRIGANG,INE241V01018,Edible Oil
523315,Purity Flex Pack Ltd,PURITY,INE898O01010,Paper & Paper Products
523319,"Balmer Lawrie & Co. Ltd.,",BALMLAWRIE,INE164A01016,Diversified
523323,Kovai Medical Center & Hospital Ltd,KOVAI,INE177F01017,Hospital
523329,"Eldeco Housing & Ind. Ltd.,",ELDEHSG,INE668G01021,Residential- Commercial Projects
523343,"Microse India Limited,",MICROSE,INE809F01015,Non Banking Financial Company (NBFC)
523351,Standard Shoe Sole and Mould (India) Ltd,STDSHOE,INE888N01013,Specialty Chemicals
523367,DCM Shriram Limited,DCMSHRIRAM,INE499A01024,Diversified
523369,"DCM Shriram Industries Ltd.,",DCMSRMIND,INE843D01027,Sugar
523371,Mawana Sugars Ltd,MAWANASUG,INE636A01039,Sugar
523373,Mini Diamonds (India) Ltd.,MINID,INE281E01010,Gems- Jewellery And Watches
523384,Maha Rashtra Apex Corporation Ltd,MAHAPEXLTD,INE843B01013,Other Financial Services
523385,Nilkamal Limited,NILKAMAL,INE310A01015,Plastic Products - Consumer
523391,Nahar Polyfilms Ltd.,NAHARPOLY,INE308A01027,Packaging
523395,3M India Ltd.,3MINDIA,INE470A01017,Diversified
523398,Johnson Controls-Hitachi Air Conditioning India Ltd.,JCHAC,INE782A01015,Household Appliances
523405,JM Financial Limited,JMFINANCIL,INE780C01023,Investment Company
523411,ADC India Communications Limited,ADCINDIA,INE833A01016,Telecom -  Equipment & Accessories
523419,"Tamilnadu Telecommunications Ltd.,",TNTELE,INE141D01018,Telecom -  Equipment & Accessories
523425,Sunraj Diamond Exports Ltd.,SUNRAJDI,INE459D01014,Gems- Jewellery And Watches
523445,Reliance Industrial Infrastructure,RIIL,INE046A01015,Logistics Solution Provider
523449,Sharp India Ltd,SHARP,INE207B01011,Consumer Electronics
523457,Linde India Limited,LINDEINDIA,INE473A01011,Industrial Gases
523465,Ind Bank Housing Ltd,INDBNK,INE969D01012,Housing Finance Company
523467,"Jai Mata Glass Ltd.,",JAIMATAG,INE250C01027,Other Construction Materials
523475,"Lotus Chocolate Co. Ltd.,",LOTUSCHO,INE026D01011,Packaged Foods
523483,Pacific Industries ltd.,PACIFICI,INE883C01025,Granites & Marbles
523489,Chennai Meenakshi Multispeciality Hospital Ltd.,CMMHOSP,INE889F01017,Healthcare Service Provider
523519,Universal Office Automation Limited,UNIOFFICE,INE951C01012,Trading & Distributors
523537,"APM Industries Ltd.,",APMIN,INE170D01025,Other Textile Products
523539,"Precision Wires India ltd.,",PRECWIRE,INE372C01037,Aluminium- Copper & Zinc Products
523550,Krypton Industries Ltd,KRYPTONQ,INE951B01014,Diversified
523558,SWISS MILITARY CONSUMER GOODS LIMITED,SWISSMLTRY,INE010C01025,Diversified consumer products
523566,Martin Burn Ltd,MARBU,INE199D01016,Residential- Commercial Projects
523574,Future Enterprises Limited,FEL,INE623B01027,Diversified Retail
523586,"Indian Toners & Developers Ltd.,",INDTONER,INE826B01018,Specialty Chemicals
523594,"Kunststoffe Industries Ltd.,",KUNSTOFF,INE638D01021,Plastic Products - Industrial
523598,Shipping Corporation Of India Ltd,SCI,INE109A01011,Shipping
523606,"Sika Interplant Systems Ltd.,",SIKA,INE438E01016,Aerospace & Defense
523610,ITI Limited (Indian Teleph.Ind.Ltd),ITI,INE248A01017,Telecom -  Equipment & Accessories
523618,"Dredging Corporation of India Ltd.,",DREDGECORP,INE506A01018,Dredging
523620,Phaarmasia Limited.,PHRMASI,INE486I01016,Pharmaceuticals
523628,Poddar Housing and Development Limited,PODDAR,INE888B01018,Residential- Commercial Projects
523630,"National Fertilizers Ltd.,",NFL,INE870D01012,Fertilizers
523638,"IP Rings Ltd.,",IPRINGLTD,INE558A01019,Auto Components & Equipments
523642,PI Industries Limited,PIIND,INE603J01030,Pesticides & Agrochemicals
523648,Plastiblends India Ltd.,PLASTIBLEN,INE083C01022,Specialty Chemicals
523650,YASH INNOVENTURES LIMITED,YASHINNO,INE823D01011,Diversified Commercial Services
523652,Kkalpana Plastick Limited,KKPLASTICK,INE465K01016,Plastic Products - Industrial
523660,Waterbase Limited,WATERBASE,INE054C01015,Seafood
523672,"Flex Foods Ltd.,",FLEXFO,INE954B01018,Other Agricultural Products
523676,Golkunda Diamonds & Jewellery Ltd.,GOLKUNDIA,INE798D01015,Gems- Jewellery And Watches
523694,Apcotex Industries Limited,APCOTEXIND,INE116A01032,Rubber
523696,Fortis Malar Hospitals Limited,FORTISMLR,INE842B01015,Hospital
523704,Mastek Limited,MASTEK,INE759A01021,Computers - Software & Consulting
523708,"EIMCO Elecon India Ltd.,",EIMCOELECO,INE158B01016,Industrial Products
523710,Sayaji Hotel Ltd,SAYAJIHOTL,INE318C01014,Hotels & Resorts
523712,JMG Corporation Ltd,JMGCORP,INE745F01011,Plastic Products - Industrial
523716,Ashiana Housing Limited,ASHIANA,INE365D01021,Residential- Commercial Projects
523722,Svam Software Ltd,SVAMSOF,INE119B01018,Software Products
523732,Ecoboard Industries Ltd,ECOBOAR,INE866A01016,Plywood Boards/ Laminates
523736,Dhunseri Ventures Limited,DVL,INE477B01010,Investment Company
523754,MAHINDRA EPC IRRIGATION LIMITED,MAHEPC,INE215D01010,Industrial Products
523782,Mitshi India Limited,MITSHI,INE844D01017,Trading & Distributors
523790,Shukra Jewellers Limited,SHUKJEW,INE344E01016,Gems- Jewellery And Watches
523792,Mazda Ltd.,MAZDALTD,INE885E01034,Industrial Products
523796,Viceroy Hotels Ltd.,VICEROY,INE048C01017,Hotels & Resorts
523826,Sovereign Diamonds Ltd,SOVERDIA,INE959D01013,Gems- Jewellery And Watches
523828,Menon Bearings Ltd,MENONBE,INE071D01033,Auto Components & Equipments
523832,Mukat Pipes Limited,MUKATPIP,INE862C01029,Iron & Steel Products
523836,"Gujarat Raffia Ind. Ltd.,",GUJRAFIA,INE610B01024,Packaging
523838,Simplex Infrastructures Limited,SIMPLEXINF,INE059B01024,Civil Construction
523840,Innovative Tech Pack Ltd,INNOVTEC,INE965C01038,Packaging
523842,Super Tannery Limited,SUPTANERY,INE460D01038,Leather And Leather Products
523844,CONSTRONICS INFRA LIMITED,CONSTRONIC,INE537B01011,Trading & Distributors
523850,Axtel Industries Ltd.,AXTEL,INE767C01012,Industrial Products
523862,Pacheli Industrial Finance Limited,PIFL,INE926B01016,Non Banking Financial Company (NBFC)
523888,V R Woodart Ltd,VRWODAR,INE317D01014,Tyres & Rubber Products
523896,AVI PRODUCTS INDIA LIMITED,APIL,INE316O01021,Trading & Distributors
524000,POONAWALLA FINCORP LIMITED,POONAWALLA,INE511C01022,Non Banking Financial Company (NBFC)
524013,"Hindustan Flurocarbons Ltd.,",HINFLUR,INE806J01013,Commodity Chemicals
524019,Kingfa Science & Technology (India) Ltd,KINGFA,INE473D01015,Plastic Products - Industrial
524031,Patidar Buildcon Limited,PATIDAR,INE637N01014,Residential- Commercial Projects
524037,Rama Phosphates Ltd.,RAMAPHO,INE809A01024,Fertilizers
524038,Venlon Enterprises Ltd.,VENLONENT,INE204D01022,Commodity Chemicals
524046,"Pet Plastics Ltd.,",PETPLST,INE704F01018,Plastic Products - Industrial
524051,"Polyplex Corporation Ltd.,",POLYPLEX,INE633B01018,Packaging
524075,"Albert David Ltd.,",ALBERTDA,INE155C01010,Pharmaceuticals
524080,"Haryana Leather Chemicals Ltd.,",HARLETH,INE681F01018,Commodity Chemicals
524091,CARYSIL LIMITED,CARYSIL,INE482D01024,Household Appliances
524109,Kabra Extrusion Technik Ltd,KABRAEXTRU,INE900B01029,Industrial Products
524129,"Vinyl Chemicals (India) Ltd.,",VINYLINDIA,INE250B01029,Trading - Chemicals
524136,"Pee Cee Cosma Sope Ltd.,",PCCOSMA,INE417E01010,Household Products
524156,TCM Ltd.,TCMLMTD,INE034F01010,Commodity Chemicals
524164,IOL Chemicals & Pharmaceuticals Ltd,IOLCP,INE485C01011,Pharmaceuticals
524200,"Vinati Organics Ltd.,",VINATIORGA,INE410B01037,Specialty Chemicals
524202,"Lactose (India) Ltd.,",LACTOSE,INE058I01013,Pharmaceuticals
524208,Aarti Industries Ltd,AARTIIND,INE769A01020,Specialty Chemicals
524212,Wanbury Limited,WANBURY,INE107F01022,Pharmaceuticals
524218,Resonance Specialties Limited,RESONANCE,INE486D01017,Specialty Chemicals
524226,Gujarat Ambuja Exports Ltd.,GAEL,INE036B01030,Other Agricultural Products
524230,Rashtriya Chemicals & Fertilizers Limited,RCF,INE027A01015,Fertilizers
524238,Gujarat Inject (Kerala) Ltd.,GUJINJEC,INE659F01014,Pharmaceuticals
524280,"Kopran Ltd.,",KOPRAN,INE082A01010,Pharmaceuticals
524288,"Aimco Pesticides Ltd.,",AIMCOPEST,INE008B01013,Pesticides & Agrochemicals
524314,Gujarat Terce Laboratories Ltd,GUJTERC,INE499G01013,Pharmaceuticals
524322,Kabra Drugs Ltd,KABRADG,INE323K01017,Pharmaceuticals
524330,Jayant Agro-Organics Limited.,JAYAGROGN,INE785A01026,Specialty Chemicals
524332,BCL INDUSTRIES LIMITED,BCLIL,INE412G01016,Edible Oil
524336,"Shree Hari Chemicals Export Ltd.,",SHHARICH,INE065E01017,Commodity Chemicals
524342,"Indo Borax & Chemicals Ltd.,",INDOBORAX,INE803D01021,Commodity Chemicals
524348,Aarti Drugs Limited,AARTIDRUGS,INE767A01016,Pharmaceuticals
524370,Bodal Chemicals Ltd,BODALCHEM,INE338D01028,Dyes And Pigments
524372,Orchid Pharma Limited,ORCHIDPHAR,INE191A01027,Pharmaceuticals
524394,Vimta Labs Ltd.,VIMTALABS,INE579C01029,Healthcare Research- Analytics & Technology
524396,Biofil Chemicals & Pharmaceuticals,BIOFILCHEM,INE829A01014,Pharmaceuticals
