Security Code,Issuer Name,Security Id,ISIN No,Industry
500002,ABB India Limited,ABB,INE117A01022,Heavy Electrical Equipment
500003,Aegis Logistics Ltd.,AEGISLOG,INE208C01025,Trading - Gas
500008,Amara Raja Batteries Ltd,AMARAJABAT,INE885A01032,Auto Components & Equipments
500009,"Ambalal Sarabhai Enterprise Ltd.,",AMBALALSA,INE432A01017,Pharmaceuticals
500010,Housing Development Finance Corp.Lt,HDFC,INE001A01036,Housing Finance Company
500012,"Andhra Petrochemicals Ltd.,",ANDHRAPET,INE714B01016,Commodity Chemicals
500014,UTIQUE ENTERPRISES LIMITED,UTIQUE,INE714B01016,Precious Metals
500016,Aruna Hotels Ltd.,ARUNAHTEL,INE957C01019,Hotels & Resorts
500020,"Bombay Dyeing & Mfg. Co. Ltd.,",BOMDYEING,INE032A01023,Other Textile Products
500023,Asian Hotels (North) Limited,ASIANHOTNR,INE363A01022,Hotels & Resorts
500027,"Atul Limited.,",ATUL,INE100A01010,Specialty Chemicals
500028,ATV Projects India Ltd,ATVPR,INE447A01015,Industrial Products
500031,"Bajaj Electricals Ltd.,",BAJAJELEC,INE193E01025,Household Appliances
500032,Bajaj Hindusthan Sugar Limited,BAJAJHIND,INE306A01021,Sugar
500033,Force Motors Limited,FORCEMOT,INE451A01017,Passenger Cars & Utility Vehicles
500034,Bajaj Finance Limited,BAJFINANCE,INE296A01024,Non Banking Financial Company (NBFC)
500038,Balrampur Chini Mills Ltd.,BALRAMCHIN*,INE119A01028,Sugar
500039,"Banco Products (India) Ltd.,",BANCOINDIA,INE213C01025,Auto Components & Equipments
500040,"Century Textiles & Industries Ltd.,",CENTURYTEX,INE055A01016,Paper & Paper Products
500041,"Bannari Amman Sugars Ltd.,",BANARISUG,INE459A01010,Sugar
500042,BASF India Ltd,BASF,INE373A01013,Specialty Chemicals
500043,Bata India Limited,BATAINDIA,INE176A01028,Footwear
500048,BEML Ltd,BEML,INE258A01016,Construction Vehicles
500049,"Bharat Electronics Ltd.,",BEL,INE263A01024,Aerospace & Defense
500052,"Bhansali Engineering Polymers Ltd.,",BEPL,INE922A01025,Specialty Chemicals
500058,Bihar Sponge Iron Ltd,BIHSPONG,INE819C01011,Sponge Iron
500060,Birla Cable Limited,BIRLACABLE,INE800A01015,Telecom -  Equipment & Accessories
500067,Blue Star Ltd,BLUESTARCO,INE472A01039,Household Appliances
500068,Disa India Ltd.,DISAQ,INE131C01011,Industrial Products
500069,QUEST CAPITAL MARKETS LIMITED,QUESTCAP,INE418C01012,Other Capital Market related Services
500074,"BPL Ltd.,",BPL,INE110A01019,Consumer Electronics
500078,ORIENTAL AROMATICS LIMITED,OAL,INE959C01023,Specialty Chemicals
500083,"Century Extrusions Ltd.,",CENTEXT,INE281A01026,Aluminium- Copper & Zinc Products
500084,"CESC Limited,",CESC,INE486A01021,Integrated Power Utilities
500085,Chambal Fertilisers & Chemicals Ltd,CHAMBLFERT,INE085A01013,Fertilizers
500086,"Exide Industries Ltd.,",EXIDEIND,INE302A01020,Auto Components & Equipments
500087,"Cipla Ltd.,",CIPLA,INE059A01026,Pharmaceuticals
500089,DIC India Ltd,DICIND,INE303A01010,Printing Inks
500092,CRISIL Ltd.,CRISIL,INE007A01025,Other Financial Services
500093,CG Power and Industrial Solutions Limited,CGPOWER,INE067A01029,Heavy Electrical Equipment
500096,Dabur India Ltd.,DABUR,INE016A01026,Personal Care
500097,Dalmia Bharat Sugar and Industries Ltd,DALMIASUG,INE495A01022,Sugar
500101,"Arvind Ltd.,",ARVIND,INE034A01011,Garments & Apparels
500102,"Ballarpur Industries Ltd.,",BALLARPUR,INE294A01037,Paper & Paper Products
500103,"Bharat Heavy Electricals Ltd.,",BHEL,INE257A01026,Heavy Electrical Equipment
500104,Hindustan Petroleum Corporation Ltd,HINDPETRO,INE094A01015,Refineries & Marketing
500106,IFCI Ltd.,IFCI,INE039A01010,Financial Institution
500108,Mahanagar Telephone Nigam Ltd.,MTNL,INE153A01019,Telecom - Cellular & Fixed line services
500109,Mangalore Refinery & Petrochemicals,MRPL,INE103A01014,Refineries & Marketing
500110,Chennai Petroleum Corporation Ltd.,CHENNPETRO,INE178A01016,Refineries & Marketing
500112,"State Bank Of India,",SBIN,INE062A01020,Public Sector Bank
500113,"Steel Authority of India Ltd.,",SAIL,INE114A01011,Iron & Steel
500114,Titan Company Limited,TITAN,INE280A01028,Gems- Jewellery And Watches
500116,IDBI Bank Ltd,IDBI,INE008A01015,Private Sector Bank
500117,"DCW Ltd.,",DCW,INE500A01029,Petrochemicals
500119,"Dhampur Sugar Mills Ltd.,",DHAMPURSUG,INE041A01016,Sugar
500120,"Diamines & Chemicals Ltd.,",DIAMINESQ,INE591D01014,Specialty Chemicals
500123,Elantas Beck India Ltd,ELANTAS,INE280B01018,Specialty Chemicals
500124,"Dr. Reddy's Laboratories Ltd.,",DRREDDY,INE089A01023,Pharmaceuticals
500125,"E.I.D. Parry (India) Ltd.,",EIDPARRY,INE126A01031,Other Agricultural Products
500126,PROCTER & GAMBLE HEALTH LIMITED,PGHL,INE199A01012,Pharmaceuticals
500128,"Electrosteel Castings Ltd.,",ELECTCAST,INE086A01029,Castings & Forgings
500133,Esab India Ltd.,ESABINDIA,INE284A01012,Other Industrial Products
500135,EPL LIMITED,EPL,INE255A01020,Packaging
500136,"Ester Industries Ltd.,",ESTER,INE778B01029,Packaging
500142,FGP Ltd,FGP,INE512A01016,Non Banking Financial Company (NBFC)
500143,P.H. Capital Ltd.,PHCAP,INE160F01013,Investment Company
500144,"Finolex Cables Ltd.,",FINCABLES,INE235A01022,Cables - Electricals
500147,JOHN COCKERILL INDIA LIMITED,COCKERILL,INE515A01019,Industrial Products
500148,Uflex Limited,UFLEX,INE516A01017,Packaging
500150,Foseco India Ltd,FOSECOIND,INE519A01011,Specialty Chemicals
500151,Golden Tobacco Ltd.,GOLDENTOBC,INE973A01010,Residential- Commercial Projects
500153,"Ganesh Benzoplast Ltd.,",GANESHBE,INE388A01029,Oil Storage & Transportation
500159,Metroglobal Limited,METROGLOBL,INE085D01033,Trading & Distributors
500160,GTL Ltd,GTL,INE043A01012,Other Telecom Services
500163,"Godfrey Phillips India Ltd.,",GODFRYPHLP,INE260B01028,Cigarettes & Tobacco Products
500164,Godrej Industries Ltd.,GODREJIND,INE233A01035,Animal Feed
500165,Kansai Nerolac Paints,KANSAINER,INE531A01024,Paints
500166,"Goodricke Group Ltd.,",GOODRICKE,INE300A01016,Tea & Coffee
500168,"Goodyear India Ltd.,",GOODYEAR,INE533A01012,Tyres & Rubber Products
500170,GTN Industries Limited,GTNINDS,INE537A01013,Other Textile Products
500171,GHCL Ltd.,GHCL,INE539A01019,Commodity Chemicals
500173,GFL LIMITED,GFLLIMITED,INE538A01037,Holding Company
500174,"Gujarat Lease Financing Limited,",GLFL,INE540A01017,Other Financial Services
500179,HCL Infosystems Ltd,HCL-INSYS,INE236A01020,Computers Hardware & Equipments
500180,HDFC Bank Ltd.,HDFCBANK,INE040A01034,Private Sector Bank
500182,Hero MotoCorp Limited,HEROMOTOCO,INE158A01026,2/3 Wheelers
500183,HFCL LIMITED,HFCL,INE548A01028,Telecom - Infrastructure
500184,Himadri Speciality Chemical Ltd.,HSCL,INE019C01026,Specialty Chemicals
500185,"Hindustan Construction Co. Ltd.,",HCC,INE549A01026,Civil Construction
500186,Hindustan Oil Exploration Co. Ltd.,HINDOILEXP,INE345A01011,Oil Exploration & Production
500187,AGI GREENPAC LIMITED,AGI,INE415A01038,Packaging
500188,"Hindustan Zinc Ltd.,",HINDZINC,INE267A01025,Zinc
500189,NXTDIGITAL LIMITED ,NXTDIGITAL,INE353A01023,TV Broadcasting & Software Production
500191,HMT Limited,HMT,INE262A01018,Industrial Products
500192,Prag Bosimi Synthetics Ltd.,PRAGBOS,INE962B01011,Other Textile Products
500193,HLV LIMITED,HLVLTD,INE102A01024,Hotels & Resorts
500199,IG Petrochemicals Ltd,IGPL,INE204A01010,Commodity Chemicals
500201,India Glycols Ltd,INDIAGLYCO,INE560A01015,Commodity Chemicals
500202,"India Lease Devl. Ltd.,",INDLEASE,INE333C01013,Non Banking Financial Company (NBFC)
500206,Margo Finance Limited,MARGOFIN,INE680B01019,Non Banking Financial Company (NBFC)
500207,"Indo Rama Synthetics (India) Ltd.,",INDORAMA,INE156A01020,Other Textile Products
500209,Infosys Ltd,INFY*,INE009A01021,Computers - Software & Consulting
500210,Ingersoll-Rand (India) Ltd.,INGERRAND,INE177A01018,Compressors- Pumps & Diesel Engines
500213,International Travel House Ltd,ITHL,INE262B01016,Tour- Travel Related Services
500214,Ion Exchange (India) Ltd,IONEXCHANG,INE570A01014,Civil Construction
500215,Agro Tech Foods Ltd,ATFL,INE209A01019,Edible Oil
500219,"Jain Irrigation Systems Ltd.,",JISLJALEQS,INE175A01038,Plastic Products - Industrial
500220,Jasch Industries Ltd.,JASCH,INE711C01010,Other Textile Products
500223,JCT Ltd,JCTLTD,INE945A01026,Other Textile Products
500227,Jindal Poly Films Ltd.,JINDALPOLY,INE197D01010,Packaging
500228,JSW Steel Limited,JSWSTEEL,INE019A01038,Iron & Steel
500231,Umang Dairies Limited,UMANGDAIR,INE864B01027,Dairy Products
500233,Kajaria Ceramics Ltd,KAJARIACER,INE217B01036,Ceramics
500234,Kakatiya Cement Sugar & Industries Ltd.,KAKATCEM,INE437B01014,Cement & Cement Products
500235,Kalyani Steels Ltd,KSL,INE907A01026,Iron & Steel
500236,Kanel Industries Limited,KANELIND,INE252C01015,Trading & Distributors
500238,Whirlpool of India Ltd,WHIRLPOOL,INE716A01013,Household Appliances
500239,K.G.Denim Ltd,KGDENIM,INE104A01012,Other Textile Products
500240,"Kinetic Engineering Ltd.,",KINETICENG,INE266B01017,Auto Components & Equipments
500241,"Kirloskar Brothers Ltd.,",KIRLOSBROS,INE732A01036,Compressors- Pumps & Diesel Engines
500243,Kirloskar Industries Ltd,KIRLOSIND,INE250A01039,Castings & Forgings
500245,Kirloskar Ferrous Industries Ltd.,KIRLFER,INE884B01025,Pig Iron
500246,Envair Electrodyne Ltd.,ENVAIREL,INE601C01013,Industrial Products
500247,Kotak Mahindra Bank Ltd.,KOTAKBANK,INE237A01028,Private Sector Bank
500248,KRISHNA FILAMENT INDUSTRIES LIMITED,KRIFILIND,INE073A01019,Plastic Products - Industrial
500249,KSB LIMITED,KSB,INE999A01015,Compressors- Pumps & Diesel Engines
500250,L.g.Balkrishnan & Bros. Ltd.,LGBBROSLTD,INE337A01034,Auto Components & Equipments
500251,Trent Ltd [Lakme Ltd],TRENT,INE849A01020,Speciality Retail
500252,"Lakshmi Machine Works Ltd.,",LAXMIMACH,INE269B01029,Industrial Products
500253,Lic Housing Finance Ltd.,LICHSGFIN,INE115A01026,Housing Finance Company
500257,Lupin Ltd,LUPIN,INE326A01037,Pharmaceuticals
500259,"Lyka Labs Ltd.,",LYKALABS,INE933A01014,Pharmaceuticals
500260,The Ramco Cements Limited,RAMCOCEM,INE331A01037,Cement & Cement Products
500262,HYBRID FINANCIAL SERVICES LIMITED,HYBRIDFIN,INE965B01022,Non Banking Financial Company (NBFC)
500264,"Mafatlal Industries Ltd.,",MAFATIND,INE270B01035,Other Textile Products
500265,Maharashtra Seamless Ltd.,MAHSEAMLES,INE271B01025,Iron & Steel Products
500266,"Maharashtra Scooters Ltd.,",MAHSCOOTER,INE288A01013,Investment Company
500267,"Majestic Auto Ltd.,",MAJESAUT,INE201B01022,Diversified Commercial Services
500268,"Manali Petrochemicals Ltd.,",MANALIPETC,INE201A01024,Petrochemicals
500270,"Baroda Rayon Corpn. Ltd.,",BARODARY,INE461A01024,Other Textile Products
500271,Max Financial Services Limited,MFSL,INE180A01020,Life Insurance
500277,Mid India Industries Limited,MIDINDIA,INE401C01018,Other Textile Products
500279,Mirc Electronics Ltd,MIRCELECTR,INE831A01028,Consumer Electronics
500280,"Century Enka Ltd.,",CENTENKA,INE485A01015,Other Textile Products
500284,Lords Chloro Alkali Ltd,LORDSCHLO,INE846D01012,Commodity Chemicals
500285,SpiceJet Limited,SPICEJET,INE285B01017,Airline
500288,Morepen Laboratories Ltd.,MOREPENLAB,INE083A01026,Pharmaceuticals
500290,"M.R.F. Ltd.,",MRF,INE883A01011,Tyres & Rubber Products
500292,HeidelbergCement  India Limited,HEIDELBERG,INE578A01017,Cement & Cement Products
500294,NCC Limited,NCC,INE868B01028,Civil Construction
500295,Vedanta Limited,VEDL,INE205A01025,Diversified Metals
500296,"Nahar Spinning Mills Ltd.,",NAHARSPING,INE290A01027,Other Textile Products
500298,National Peroxide Ltd.,NATPEROX,INE585A01020,Commodity Chemicals
500300,"Grasim Industries Ltd.,",GRASIM,INE047A01021,Cement & Cement Products
500302,Piramal Enterprises Limited,PEL,INE140A01024,Other Financial Services
500304,"NIIT Ltd.,",NIITLTD,INE161A01038,Education
500306,Jaykay Enterprises Limited,JAYKAY,INE903A01025,Depositories- Clearing Houses and Other Intermediaries
500307,"Nirlon Limited,",NIRLON,INE910A01012,Diversified Commercial Services
500312,Oil And Natural Gas Corporation Ltd,ONGC,INE213A01029,Oil Exploration & Production
500313,Oil Country Tubular Ltd.,OILCOUNTUB,INE591A01010,Oil Equipment & Services
500314,"Oriental Hotels Ltd.,",ORIENTHOT,INE750A01020,Hotels & Resorts
500317,"Oswal Agro Mills Ltd.,",OSWALAGRO,INE142A01012,Trading & Distributors
500319,Indian Sucrose Ltd.,INDSUCR,INE557C01017,Sugar
500325,Reliance Industries Ltd,RELIANCE,INE002A01018,Refineries & Marketing
500327,Pil Italica Lifestyle Limited,PILITA,INE600A01035,Plastic Products - Consumer
500330,Raymond Limited,RAYMOND,INE301A01014,Garments & Apparels
500331,Pidilite Industries Ltd.,PIDILITIND,INE318A01026,Specialty Chemicals
500333,"Pix Transmissions Ltd.,",PIXTRANS,INE751B01018,Rubber
500335,Birla Corporation Ltd.,BIRLACORPN,INE340A01012,Cement & Cement Products
500336,"Surya Roshni Ltd.,",SURYAROSNI,INE335A01012,Iron & Steel Products
500337,Prime Securities Ltd.,PRIMESECU,INE032B01021,Other Financial Services
500338,PRISM JOHNSON LIMITED.,PRSMJOHNSN,INE010A01011,Cement & Cement Products
500339,Rain Industries Limited,RAIN,INE855B01025,Petrochemicals
500343,AMJ LAND HOLDINGS LIMITED,AMJLAND,INE606A01024,Residential- Commercial Projects
500346,Punjab Communications Limited,PUNJCOMMU,INE609A01010,Telecom -  Equipment & Accessories
500350,RSWM Limited,RSWM,INE611A01016,Other Textile Products
500354,"Rajshree Sugars & Chemicals Ltd.,",RAJSREESUG,INE562B01019,Sugar
500355,Rallis India Ltd,RALLIS,INE613A01020,Pesticides & Agrochemicals
500356,Shree Rama Newsprint Limited,RAMANEWS,INE278B01020,Paper & Paper Products
500357,"Rama Paper Mills Limited,",RAMAPPR-B,INE425E01013,Paper & Paper Products
500358,Rama Petrochemicals Ltd,RAMAPETRO,INE783A01013,Non Banking Financial Company (NBFC)
500360,"Rapicut Carbides Ltd.,",RAPICUT,INE350D01015,Industrial Products
500365,WELSPUN SPECIALTY SOLUTIONS LIMITED,WELSPLSOL,INE731F01037,Iron & Steel Products
500366,"Rolta India Ltd.,",ROLTA,INE293A01013,IT Enabled Services
500367,Rubfila International Ltd.,RUBFILA,INE642C01025,Tyres & Rubber Products
500368,Patanjali Foods Limited,PATANJALI,INE619A01035,Edible Oil
500370,Salora International Limited,SALORAINTL,INE924A01013,Trading & Distributors
500378,Jindal Saw Ltd.,JINDALSAW,INE324A01024,Iron & Steel Products
500380,JK Lakshmi Cement Limited,JKLAKSHMI,INE786A01032,Cement & Cement Products
500387,"Shree Cements Ltd.,",SHREECEM,INE070A01015,Cement & Cement Products
500388,Shree Krishna Paper Mills & Industr,SKPMIL,INE970C01012,Paper & Paper Products
500390,Reliance Infrastructure Ltd,RELINFRA,INE036A01016,Integrated Power Utilities
500400,Tata Power Co. Ltd,TATAPOWER,INE245A01021,Integrated Power Utilities
500402,SPML Infra Limited,SPMLINFRA,INE937A01023,Civil Construction
500403,"Sundram Fasteners Ltd.,",SUNDRMFAST,INE387A01021,Auto Components & Equipments
500404,"Sunflag Iron & Steel Co. Ltd.,",SUNFLAG,INE947A01014,Iron & Steel
500405,Supreme Petrochem Ltd.,SPLPETRO,INE663A01033,Petrochemicals
500407,Swaraj Engines Ltd.,SWARAJENG,INE277A01016,Compressors- Pumps & Diesel Engines
500408,Tata Elxsi Ltd,TATAELXSI,INE670A01012,Computers - Software & Consulting
500410,ACC Ltd,ACC,INE012A01025,Cement & Cement Products
500411,Thermax Ltd.,THERMAX,INE152A01029,Heavy Electrical Equipment
500412,"Thirumalai Chemicals Ltd.,",TIRUMALCHM,INE338A01024,Commodity Chemicals
500413,"Thomas Cook (India) Ltd.,",THOMASCOOK,INE332A01027,Tour- Travel Related Services
500414,Timex Group India Ltd,TIMEX,INE064A01026,Gems- Jewellery And Watches
500418,Tokyo Plast International Ltd.,TOKYOPLAST,INE932C01012,Plastic Products - Consumer
500420,Torrent Pharmaceuticals Ltd.,TORNTPHARM,INE685A01028,Pharmaceuticals
500422,Transchem Limited.,TRANSCHEM,INE019B01010,Pharmaceuticals
500425,Ambuja Cements Ltd.,AMBUJACEM,INE079A01024,Cement & Cement Products
500426,UTL Industries Limited,UTLINDS,INE184E01024,Residential- Commercial Projects
500429,Uniphos Enterprises Limited.,UNIPHOS,INE037A01022,Trading - Chemicals
500439,Vardhman Holdings Limited,VHL,INE701A01023,Non Banking Financial Company (NBFC)
500440,Hindalco Industries Ltd.,HINDALCO,INE038A01020,Aluminium
500444,West Coast Paper Mills Limited,WSTCSTPAPR,INE976A01021,Paper & Paper Products
500449,"Hindustan Organic Chemicals Ltd.,",HOCL,INE048A01011,Commodity Chemicals
500450,MPIL CORPORATION LIMITED,MPILCORPL,INE844C01027,Other Financial Services
500456,Pasupati Acrylon Ltd.,PASUPTAC,INE818B01023,Petrochemicals
500458,Kore Foods Limited,KORE,INE601A01017,Other Food Products
500459,Procter & Gamble Hygiene & Health Care Ltd.,PGHH,INE179A01014,Personal Care
500460,"Mukand Ltd.,",MUKANDLTD,INE304A01026,Iron & Steel
500463,BLACK BOX LIMITED,BBOX,INE676A01027,IT Enabled Services
500464,"Ucal Fuel Systems Ltd.,",UCALFUEL,INE139B01016,Auto Components & Equipments
500467,"Harrisons Malayalam Ltd.,",HARRMALAYA,INE544A01019,Tea & Coffee
500469,Federal Bank Ltd.,FEDERALBNK,INE171A01029,Private Sector Bank
500470,TATA STEEL LIMITED,TATASTEEL,INE081A01020,Iron & Steel
500472,SKF India Ltd.,SKFINDIA,INE640A01023,Abrasives & Bearings
500477,"Ashok Leyland Ltd.,",ASHOKLEY,INE208A01029,Commercial Vehicles
500480,"Cummins India Ltd.,",CUMMINSIND,INE298A01020,Compressors- Pumps & Diesel Engines
500483,Tata Communications Limited,TATACOMM,INE151A01013,Telecom - Cellular & Fixed line services
500488,Abbott India Ltd.,ABBOTINDIA,INE358A01014,Pharmaceuticals
500490,Bajaj Holdings & Investment Limited,BAJAJHLDNG,INE118A01012,Holding Company
500493,Bharat Forge Ltd,BHARATFORG,INE465A01025,Castings & Forgings
500495,Escorts Kubota Limited,ESCORTS,INE042A01014,Tractors
500500,"Hindustan Motors Ltd.,",HINDMOTORS,INE253A01025,Passenger Cars & Utility Vehicles
500510,Larsen & Toubro Limited,LT,INE018A01030,Civil Construction
500520,Mahindra & Mahindra Ltd.,M&M,INE101A01026,Passenger Cars & Utility Vehicles
500530,Bosch Ltd,BOSCHLTD,INE323A01026,Auto Components & Equipments
500540,Premier Limited,PREMIER,INE342A01018,Industrial Products
500547,"Bharat Petroleum Corpn. Ltd.,",BPCL,INE029A01011,Refineries & Marketing
500550,"Siemens Ltd.,",SIEMENS,INE003A01024,Heavy Electrical Equipment
500570,Tata Motors Ltd.,TATAMOTORS,INE155A01022,Passenger Cars & Utility Vehicles
500575,"Voltas Ltd.,",VOLTAS,INE226A01021,Household Appliances
500620,"Great Eastern Shipping Co. Ltd.,",GESHIP,INE017A01032,Shipping
500645,Deepak Fertilizers &Petrochemicals,DEEPAKFERT,INE501A01019,Commodity Chemicals
500650,"Excell Industries Ltd.,",EXCELINDUS,INE369A01029,Specialty Chemicals
500655,GARWARE HI-TECH FILMS LIMITED,GRWRHITECH,INE291A01017,Plastic Products - Industrial
500660,GlaxoSmithkline Pharmaceuticals Ltd.,GLAXO,INE159A01016,Pharmaceuticals
500670,Gujarat Narmada Valley Fert.Co.Ltd,GNFC,INE113A01013,Commodity Chemicals
500672,Novartis India Limited.,NOVARTIND,INE234A01025,Pharmaceuticals
500674,Sanofi India Ltd,SANOFI,INE058A01010,Pharmaceuticals
500680,"Pfizer Ltd.,",PFIZER,INE182A01018,Pharmaceuticals
500690,Gujarat State Fertilizers & Chem.Ltd,GSFC,INE026A01025,Fertilizers
500696,"Hindustan Unilever Ltd.,",HINDUNILVR,INE030A01027,Diversified FMCG
500710,Akzo Nobel India Limited,AKZOINDIA,INE133A01011,Paints
500730,NOCIL Ltd,NOCIL,INE163A01018,Specialty Chemicals
500770,Tata Chemicals Ltd,TATACHEM,INE092A01019,Commodity Chemicals
500777,Tamilnadu Petroproducts Ltd,TNPETRO,INE148A01019,Petrochemicals
500780,Zuari Industries Limited,ZUARIIND,INE217A01012,Sugar
500790,Nestle India Ltd.,NESTLEIND,INE239A01016,Packaged Foods
500800,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,INE192A01025,Tea & Coffee
500820,Asian Paints Ltd.,ASIANPAINT,INE021A01026,Paints
500825,"Britannia Industries Ltd.,",BRITANNIA,INE216A01030,Packaged Foods
500830,"Colgate-Palmolive (India) Ltd.,",COLPAL,INE259A01022,Personal Care
500840,EIH Ltd,EIHOTEL,INE230A01023,Hotels & Resorts
500850,Indian Hotels Co. Ltd,INDHOTEL,INE053A01029,Hotels & Resorts
500870,Castrol India Ltd,CASTROLIND,INE172A01027,Lubricants
500875,ITC Ltd,ITC,INE154A01025,Diversified FMCG
500877,Apollo Tyres Ltd,APOLLOTYRE,INE438A01022,Tyres & Rubber Products
500878,"Ceat Ltd.,",CEATLTD,INE482A01020,Tyres & Rubber Products
500890,"Modi Rubber Ltd.,",MODIRUBBER,INE832A01018,Tyres & Rubber Products
500940,Finolex Industries Ltd.,FINOLEXIND,INE183A01024,Plastic Products - Industrial
501110,"Sunrise Industrial Traders Ltd.,",SUNRINV,INE371U01015,Other Financial Services
501111,"Gold Rock Investments Ltd.,",ZGOLDINV,INE598F01014,Trading & Distributors
501144,"Peoples Investments Ltd.,",PEOPLIN,INE644U01015,Diversified Commercial Services
501148,"Dalal Street Investments Ltd.,",DSINVEST,INE422D01012,Investment Company
501150,Centrum Capital Limited,CENTRUM,INE660C01027,Other Financial Services
501151,"Kartik Investments Trust Ltd.,",KARTKIN,INE524U01019,Other Financial Services
501261,Kratos Energy & Infrastructure Limited,KRATOSENER,INE567L01017,Consulting Services
501270,ANTARIKSH INDUSTRIES LIMITED,ANTARIKSH,INE825M01017,Residential- Commercial Projects
501295,"Industrial Investment Trust Ltd.,",IITL,INE886A01014,Non Banking Financial Company (NBFC)
501298,Industrial & Prudential Inv. Co. Lt,INDPRUD,INE620D01011,Investment Company
501301,"Tata Investment Corporation Ltd.,",TATAINVEST,INE672A01018,Investment Company
501311,"Jayabharat Credit Ltd.,",JAYBHCR,INE998D01011,Non Banking Financial Company (NBFC)
501314,PRISMX GLOBAL VENTURES LIMITED,PRISMX,INE286N01028,Trading & Distributors
501343,Motor & General Finance (M.G.F.) Lt,MOTOGENFIN,INE861B01023,Diversified Commercial Services
501351,"Rapid Investments Ltd.,",RAPIDIN,INE154M01012,Diversified Commercial Services
501370,Walchand Peoplefirst Limited,WALCHPF,INE695D01021,Consulting Services
501386,Swastik Safe Deposit & Invest. Ltd.,ZSWASTSA,INE094R01019,Other Financial Services
501391,"W.H. Brady & Co. Ltd.,",WHBRADY,INE855A01019,Other Industrial Products
501421,TechNVision Ventures Limited,TECHNVISN,INE314H01012,Software Products
501423,Shaily Engineering Plastics Ltd.,SHAILY,INE151G01010,Plastic Products - Industrial
501425,"Bombay Burmah Trading Corpn. Ltd.,",BBTC,INE050A01025,Packaged Foods
501430,"Bombay Cycle & Motor Agency Ltd.,",BOMBCYC,INE691K01017,Trading & Distributors
501455,Greaves Cotton Ltd.,GREAVESCOT,INE224A01026,Compressors- Pumps & Diesel Engines
501477,"Muller & Phipps (India) Ltd.,",MULLER,INE003F01015,Trading & Distributors
501622,"Amalgamated Electricity Co. Ltd.,",AMALGAM,INE492N01022,Diversified Commercial Services
501630,Anand Projects Ltd,ANANDPROJ,INE134R01013,Civil Construction
501700,India Nivesh Limited,INDIANVSH,INE131H01028,Non Banking Financial Company (NBFC)
501831,Coastal Corporation Limited,COASTCORP,INE377E01016,Seafood
501833,"Chowgule Steamships Ltd.,",CHOWGULSTM,INE490A01015,Shipping
501848,Global Offshore Services Ltd,GLOBOFFS,INE446C01013,Shipping
502015,ASI INDUSTRIES LIMITED,ASIIL,INE443A01030,Industrial Minerals
502090,Sagar Cements Ltd,SAGCEM,INE229C01021,Cement & Cement Products
502137,"Deccan Cements Ltd.,",DECCANCE,INE583C01021,Cement & Cement Products
502157,"Mangalam Cement Ltd.,",MANGLMCEM,INE347A01017,Cement & Cement Products
502168,"NCL Industries Limited,",NCLIND,INE732C01016,Cement & Cement Products
502175,Saurashtra Cement Limited,SAURASHCEM,INE626A01014,Cement & Cement Products
502180,"Shree Digvijay Cement Co. Ltd.,",SHREDIGCEM,INE232A01011,Cement & Cement Products
502219,BOROSIL RENEWABLES LIMITED,BORORENEW,INE666D01022,Glass - Industrial
502250,LERTHAI FINANCE LIMITED,LERTHAI,INE347D01011,Other Construction Materials
502281,"Triveni Glass Ltd.,",TRIVENIGQ,INE094C01011,Other Construction Materials
502294,Nilachal Refractories Ltd.,NILACHAL,INE416N01013,Electrodes & Refractories
502330,ANDHRA PAPER LIMITED,ANDHRAPAP,INE435A01028,Paper & Paper Products
502355,"Balkrishna Industries Ltd.,",BALKRISIND,INE787D01026,Tyres & Rubber Products
502420,Orient Paper & Industries Ltd.,ORIENTPPR,INE592A01026,Paper & Paper Products
502445,Citadel Realty And Developers Limited,CITADEL,INE906D01014,Residential- Commercial Projects
502448,"Rollatainters Ltd.,",ROLLT,INE927A01040,Packaging
502450,"Seshasayee Paper & Boards Ltd.,",SESHAPAPER,INE630A01024,Paper & Paper Products
502563,"Shree Bhawani Paper Mills Ltd.,",SHBHAWPA,INE688C01010,Paper & Paper Products
502587,NATH INDUSTRIES LIMITED,NATHIND,INE777A01023,Paper & Paper Products
502589,"Vapi Paper Mills Ltd.,",VAPIPPR,INE464D01014,Paper & Paper Products
502742,Sintex Industries Ltd,SINTEX,INE429C01035,Other Textile Products
502820,"DCM Ltd.,",DCM,INE498A01018,IT Enabled Services
502850,"Gaekwar Mills Ltd.,",ZGAEKWAR,INE837X01027,Other Textile Products
502865,Forbes & Company Ltd,FORBESCO,INE518A01013,Household Appliances
502873,"H.P. Cotton Textile Mills Ltd.,",HPCOTTON,INE950C01014,Other Textile Products
502893,United Interactive Limited,UNITEDINT,INE706D01018,IT Enabled Services
502901,JAMSHRI REALTY LIMITED,JAMSHRI,INE462D01026,Residential- Commercial Projects
502933,"Katare Spinning Mills Ltd.,",KATRSPG,INE498G01015,Other Textile Products
502937,Kesoram Industries Ltd,KESORAMIND,INE087A01019,Cement & Cement Products
502958,Lakshmi Mills Company ltd,LAKSHMIMIL,INE938C01019,Other Textile Products
502986,Vardhman Textiles Limted,VTL,INE825A01020,Other Textile Products
503031,Peninsula Land Limited,PENINLAND,INE138A01028,Residential- Commercial Projects
